battery_id,cycle_number,capacity_ah,voltage,current,temperature,internal_resistance,soh,energy_wh,efficiency,days_elapsed
SYNTH_B001,1,1.9996034555631643,3.5758040808208826,2.069461008415598,31.572642174223343,0.05019061603101312,0.9997665457671349,7.398272438676798,99.97665457671349,1.507915541635334
SYNTH_B001,2,1.998780965664862,3.6152175364169103,1.8727869191094526,32.72624419077138,0.04861340703299987,0.9994568990630627,7.395981053066664,99.94568990630627,2.3972000957970194
SYNTH_B001,3,1.9995448247967678,3.6987685674206783,1.9681351826586788,26.726266222822563,0.0535978928936604,0.999367639596839,7.395320533016609,99.9367639596839,5.885077351109352
SYNTH_B001,4,1.998016578255994,3.520433963776637,2.011167405423066,29.779994593049622,0.05392272481582153,0.9991361785034223,7.393607720925325,99.91361785034223,5.03898216147416
SYNTH_B001,5,1.997001279194323,3.644180990687873,2.1944329771309645,25.60219230831447,0.05476393126739119,0.9989167751980826,7.391984136465812,99.89167751980827,8.448188532101192
SYNTH_B001,6,1.99660656869826,3.622070851948065,2.0551262337977088,28.883910664384057,0.05121805853908989,0.9984263496407507,7.388354987341556,99.84263496407507,11.096410462499556
SYNTH_B001,7,1.9977864608304916,3.645791319396638,2.002388446652024,32.318885785379194,0.04614525763583491,0.9986594723455395,7.390080095356993,99.86594723455396,7.93971124080325
SYNTH_B001,8,1.9958772734317103,3.591179904149323,1.889569152245635,29.678133288132333,0.05264148612913482,0.9977714677348246,7.3835088612377024,99.77714677348246,14.600987769132914
SYNTH_B001,9,1.9947692585163264,3.639474722041562,2.1724597157831007,29.363971654453483,0.05385088428546556,0.9976851390678868,7.382870029102363,99.76851390678868,10.987774387893618
SYNTH_B001,10,1.9951723386407405,3.5061636166740024,2.074539961987686,23.220924337351136,0.05258518041999076,0.9976573458567245,7.382664359339762,99.76573458567245,16.373292495474775
SYNTH_B001,11,1.9933117082187382,3.680734439602721,2.1964459020055838,26.05609644788321,0.0489469631182129,0.9972798232276774,7.379870691884813,99.72798232276774,19.78486175453581
SYNTH_B001,12,1.995220692388394,3.503482212103031,1.968999150576787,30.566339775540616,0.0495659005057114,0.9971665099983285,7.379032173987631,99.71665099983285,23.774474189525257
SYNTH_B001,13,1.9935321464134206,3.5546197561930293,2.0876238778439458,29.630981339056067,0.05202529743624861,0.9968921581298222,7.377001970160685,99.68921581298223,8.527252492480372
SYNTH_B001,14,1.99286842536116,3.505495738420086,1.8164418591603224,32.92206643540364,0.05485847476990338,0.9966354127892437,7.375102054640404,99.66354127892437,9.034224459642354
SYNTH_B001,15,1.9927634818128936,3.582057855130914,1.8270308253199241,30.41444300862238,0.0521438511443102,0.996771911578602,7.376112145681655,99.67719115786021,22.985248218969836
SYNTH_B001,16,1.993695198318419,3.6922390813975716,1.9322026517488164,29.550272098750604,0.049416879506668614,0.9965012820492584,7.374109487164512,99.65012820492584,21.86848785483499
SYNTH_B001,17,1.9913226065907437,3.6564883490001585,2.0915036027106777,29.13396645954488,0.045564789772802934,0.9956501946727566,7.367811440578399,99.56501946727566,24.14670784509176
SYNTH_B001,18,1.9903499450980977,3.5652170047324,1.834280266849249,26.658005958112977,0.0540637440731168,0.995786330111607,7.368818842825892,99.5786330111607,27.253918745909694
SYNTH_B001,19,1.9917044471912813,3.548884936955099,2.0057662662473805,26.10027303326689,0.048728652167081166,0.9962577711075302,7.372307506195724,99.62577711075302,23.177449969291313
SYNTH_B001,20,1.9911074921404923,3.5442015342746847,1.881101003455311,23.074387128101346,0.0461866783436472,0.9960190953933293,7.3705413059106375,99.60190953933294,13.424651401093612
SYNTH_B001,21,1.9886151287106575,3.506525919194033,2.0038207014127174,22.20567666604724,0.050341967772180626,0.9942274776357757,7.35728333450474,99.42274776357756,33.78706764408601
SYNTH_B001,22,1.9906239864739628,3.68134509478051,2.079607487428592,24.276752146605297,0.05160265391338426,0.9952968499464503,7.365196689603732,99.52968499464502,41.22384810230638
SYNTH_B001,23,1.9905780299219946,3.6231940775583946,1.9757906642927585,24.171327913978946,0.04840363311071806,0.9947679448524278,7.361282791907966,99.47679448524278,13.905508239192915
SYNTH_B001,24,1.9889601194209179,3.5680193351160354,1.968666326594134,27.580170338590857,0.04545317588473361,0.9946141658096271,7.360144826991241,99.46141658096272,19.380319124883272
SYNTH_B001,25,1.9873468264440537,3.594300444567566,2.067574256213006,26.63005002405403,0.046776816071732216,0.9941655498063465,7.356825068566964,99.41655498063466,48.072105613330294
SYNTH_B001,26,1.98931426752413,3.5312833516753157,2.0116963430475088,25.265149296859807,0.048037009485725875,0.9947999870502883,7.361519904172134,99.47999870502883,46.390244795380035
SYNTH_B001,27,1.9871743430861168,3.5503744826679133,2.026029653707032,25.45279492165645,0.0477182979647452,0.9935572074442143,7.352323335087186,99.35572074442143,36.64713684554026
SYNTH_B001,28,1.984953312869084,3.5507105625531716,1.9262408049715278,28.33080614147904,0.049919730719943156,0.99261899596701,7.345380570155874,99.261899596701,18.943077951831942
SYNTH_B001,29,1.9849309162729407,3.6952173792826097,1.9286020912532489,29.72796803810625,0.04622525910933212,0.9928188588704795,7.346859555641549,99.28188588704795,46.98686934417754
SYNTH_B001,30,1.985676262934666,3.549526176114937,2.051742405096462,28.074724565615675,0.04686964646213111,0.9926364711708141,7.345509886664025,99.2636471170814,25.763319940193064
SYNTH_B001,31,1.9827570583604064,3.680646273167832,1.9907927471465139,28.466775147228677,0.04536162113995376,0.9914473884810631,7.336710674759867,99.1447388481063,33.17720498687817
SYNTH_B001,32,1.9848111627453229,3.5881696909206,2.0645108920132844,25.72729745430178,0.047670753216793295,0.9919498278045641,7.340428725753775,99.19498278045641,60.01289622183193
SYNTH_B001,33,1.983549089279445,3.5184119562537726,2.169151360399983,30.84640949422838,0.05090748261149927,0.991741787706919,7.338889229031201,99.1741787706919,24.167732680078487
SYNTH_B001,34,1.9819939562036162,3.574448687152935,1.8698378639677058,24.88208141466427,0.05523803338776092,0.9910513039257468,7.333779649050527,99.10513039257468,30.44312879435954
SYNTH_B001,35,1.9860492784338306,3.655431192019932,2.0814920271795487,30.137190514466226,0.0523032170969624,0.9929881804367704,7.348112535232101,99.29881804367704,56.84070886641942
SYNTH_B001,36,1.9832739752771662,3.669765340202424,1.8993530211537588,22.23244211517198,0.049110269823331,0.9917947627448828,7.339281244312133,99.17947627448828,56.247528013422006
SYNTH_B001,37,1.978885089018957,3.6058467224511506,2.137514036456824,27.379943425704223,0.04743707234379673,0.9897829509494497,7.324393837025928,98.97829509494497,59.05726007965206
SYNTH_B001,38,1.9847925169805698,3.586402807607539,2.153490146869451,30.86460535083663,0.0550079020104722,0.9924437639394669,7.344083853152055,99.24437639394668,70.85996498095145
SYNTH_B001,39,1.9845966173003737,3.5170006309256223,2.0450568683423223,28.254884468960306,0.046334644378954355,0.9924068284971315,7.343810530878773,99.24068284971315,39.378198653853886
SYNTH_B001,40,1.9827334339698823,3.646719150820931,2.065411422632637,23.406834187064078,0.05156101854468284,0.9915479085432465,7.337454523220024,99.15479085432465,47.38482690388905
SYNTH_B001,41,1.979395928223836,3.6026714655159013,2.057601273171917,27.22111247311868,0.04837267433970593,0.9901485819369301,7.327099506333283,99.01485819369302,29.869618080003484
SYNTH_B001,42,1.9775207344756787,3.613136935339787,2.115980393996666,22.243830499710278,0.05077739937687749,0.9887565804472265,7.316798695309476,98.87565804472264,24.52454760835509
SYNTH_B001,43,1.9810499098508827,3.587223713869388,1.9009735301656807,24.051298417598453,0.04961524358011839,0.9903318183704771,7.328455455941531,99.0331818370477,81.41348965079978
SYNTH_B001,44,1.9790775975968293,3.548892832447149,2.1940976695399517,26.41379748644225,0.04656133320195152,0.9891295562364923,7.319558716150044,98.91295562364924,25.199056906256278
SYNTH_B001,45,1.9775719925036859,3.668542225118139,2.0747417310790635,32.35258268706426,0.04789114425178269,0.9888090957948418,7.317187308881829,98.88090957948418,75.96295809727123
SYNTH_B001,46,1.977978821979467,3.5608477753832335,2.110158766649562,24.51410100617461,0.045893223188031566,0.9889860476420689,7.31849675255131,98.8986047642069,80.00182736260962
SYNTH_B001,47,1.982590414238141,3.6087786022168755,2.0307987378563754,30.991961941376665,0.048345431992666665,0.990956727450285,7.333079783132109,99.0956727450285,27.64667672719975
SYNTH_B001,48,1.9776075411357374,3.5261465573769697,1.8775372435306854,30.240230964791323,0.05305479259724445,0.988793152486512,7.317069328400189,98.8793152486512,39.613006905911845
SYNTH_B001,49,1.9789433418596036,3.6332218419337923,2.1773467603043453,31.038818866286096,0.04680265721305881,0.9894708134416391,7.32208401946813,98.9470813441639,53.79418759653059
SYNTH_B001,50,1.9741729406976656,3.6210636929164046,1.9421936788321106,24.332867250498463,0.0531372367371461,0.9871177572505349,7.304671403653958,98.71177572505349,83.54446831083024
SYNTH_B001,51,1.9814069700514856,3.5172831143594028,2.0676087409817754,27.94083878008075,0.05132036852601754,0.9901363192123355,7.327008762171283,99.01363192123355,43.763476427784866
SYNTH_B001,52,1.9781276397992633,3.665402376957038,2.0896625082065063,31.540309374890974,0.05256669641661303,0.9890815730926044,7.319203640885273,98.90815730926043,53.05673537625757
SYNTH_B001,53,1.9760377237853175,3.572005022751884,1.980916121740148,32.86725161963527,0.05078989658532093,0.9879538184637844,7.310858256632005,98.79538184637843,99.46360893141085
SYNTH_B001,54,1.9713377845779656,3.6759895657298984,2.0088152614631922,24.32754934862237,0.05458540572096704,0.9856269839868739,7.293639681502867,98.56269839868739,47.91148182027935
SYNTH_B001,55,1.9787862923434503,3.581214074749322,1.9412226361469511,31.7116795784616,0.053825465565224245,0.9895035785189096,7.322326481039931,98.95035785189096,30.70398703600353
SYNTH_B001,56,1.977904970563247,3.6823477676812,2.133107605055654,23.023845339984494,0.04867556252364216,0.9882500668351479,7.313050494580095,98.8250066835148,106.89612884471379
SYNTH_B001,57,1.973594351128944,3.507235635176006,2.1367178428077254,24.94321484222157,0.052098286596200055,0.9867275752218516,7.3017840566417025,98.67275752218517,54.468700319855245
SYNTH_B001,58,1.9680474533060948,3.5588874723296944,1.9842151790944644,22.503869863477195,0.04806924314943576,0.9845507793768313,7.285675767388552,98.45507793768313,97.27653717758517
SYNTH_B001,59,1.975266463402126,3.5370881967159042,1.855022020949388,27.200495997385843,0.05114106579208825,0.9875532543211637,7.307894081976611,98.75532543211636,69.24697325040079
SYNTH_B001,60,1.966495098853912,3.6843445647737756,2.184744947175875,25.280972579032536,0.051513182770751835,0.9836514410004742,7.279020663403509,98.36514410004742,31.611508221761746
SYNTH_B001,61,1.968670312313952,3.6919844709970433,1.8034661754428645,27.387856620662113,0.048701744260504484,0.9847742270548485,7.2873292802058796,98.47742270548486,53.49294908029778
SYNTH_B001,62,1.9696912061480767,3.6215341830984404,2.049098976509836,28.445340211118506,0.04601184302596889,0.9847811848151786,7.287380767632322,98.47811848151787,58.331284833921885
