battery_id,cycle_number,ambient_temperature,capacity_ah,soh,voltage_max,voltage_min,voltage_mean,voltage_std,voltage_range,current_max,current_mean,current_std,temperature_max,temperature_min,temperature_mean,temperature_std,temperature_rise,discharge_time,energy_wh,efficiency,internal_resistance_est,data_points,data_duration,soh_relative
B0005,2,24,1.8564874208181574,0.9282437104090787,4.191491807505295,2.612467347907089,3.5298286688693397,0.2359570706808563,1.5790244595982057,2.0180146876333027,1.818711710270297,0.593546181674474,38.98218133148803,24.325993424022467,32.572328114029,3.4869204762216834,14.656187907465561,3690.234,6.55308252139923,92.82437104090788,0.8682104209707492,197,3690.234,1.0
B0005,4,24,1.846327249719927,0.9231636248599635,4.189773213846608,2.587208728940726,3.5373201277859714,0.23476492928592219,1.6025644849058818,2.016820542901454,1.8176438989718113,0.5951796218062511,39.033397966787035,24.685948163596,32.72523522519307,3.4267342264664666,14.347449803191036,3672.344,6.531050542914013,92.31636248599635,0.8816713140634457,196,3672.344,0.9945272071416714
B0005,6,24,1.8353491942234077,0.9176745971117038,4.188186735991303,2.6519168938437794,3.5437367282719,0.22752543549673088,1.536269842147524,2.016573862170142,1.8165423469233573,0.5964980204475099,38.818796689817404,24.734266163954402,32.64286193755933,3.379475042762775,14.084530525863002,3651.641,6.503994348773727,91.76745971117039,0.8457109985624474,195,3651.641,0.9886138595081705
B0005,8,24,1.8352625275821128,0.9176312637910564,4.188461118855572,2.592947964776547,3.5436661072601456,0.23274431724182537,1.5955131540790246,2.0159359571668354,1.8256179748849433,0.5834624841611844,38.7623045063458,24.652243741292516,32.51487646204882,3.3865437316993527,14.110060765053284,3631.563,6.5035576169173215,91.76312637910564,0.8739578466188028,194,3631.563,0.9885671763794173
B0005,10,24,1.8346455082120419,0.9173227541060209,4.188298524761055,2.547419651124539,3.5423432526672167,0.2366885716567803,1.6408788736365159,2.017425579158831,1.8261478651693803,0.5834685498827803,38.66539257343368,24.518700434435164,32.38234901543077,3.3958806914600226,14.146692138998514,3629.172,6.498944137051144,91.7322754106021,0.8985465552562578,194,3629.172,0.9882348178817771
B0005,12,24,1.8356616600675495,0.9178308300337747,4.188815807948604,2.5209480504077413,3.5413347346347575,0.23931625998293235,1.6678677575408627,2.0162347618032066,1.8168998532879652,0.5967015706365189,38.75169504640032,24.51442664842638,32.43418218230641,3.4173255675455376,14.237268397973942,3652.281,6.500692397834514,91.78308300337747,0.9179745127518143,195,3652.281,0.9887821697485943
B0005,14,24,1.8351461429226603,0.9175730714613302,4.18839163793879,2.487927319492314,3.5410250495075215,0.2425153341196382,1.700464318446476,2.01583310669507,1.8168378953364732,0.5964919190059063,38.8207012322275,24.575581239008407,32.480416444757985,3.419542558294876,14.245119993219092,3650.828,6.49829846159625,91.75730714613302,0.9359471875896528,195,3650.828,0.9885044855913476
B0005,16,24,1.8257567905665537,0.9128783952832769,4.188927891511958,2.6652049047458775,3.554133296801584,0.22731251096165395,1.5237229867660806,2.0166395518034546,1.8444082717328028,0.5573831672048897,38.51713023385634,24.71132429046902,32.41046186109587,3.3516161723228617,13.805805943387323,3572.453,6.4889830012141845,91.28783952832768,0.8261310741870391,191,3572.453,0.9834468955151549
B0005,18,24,1.8247738529891333,0.9123869264945667,4.189029250882121,2.6038584726333673,3.5529355991467955,0.2324538495076242,1.5851707782487536,2.018357230695621,1.854064004450843,0.5424840616663397,38.526267904657,24.628487294051176,32.3461408313,3.3724043396197616,13.897780610605821,3550.594,6.483303982677353,91.23869264945667,0.8549709041561739,190,3550.594,0.9829174345738104
B0005,20,24,1.824613268496936,0.912306634248468,4.189223427076418,2.552853984885676,3.5512057319376997,0.23672870147542147,1.636369442190742,2.0160718378149842,1.853658588102974,0.5423346882876612,38.52698128472781,24.561560340089137,32.27679750791685,3.384318782535614,13.965420944638673,3551.25,6.4795770976559,91.2306634248468,0.8827782271736433,190,3551.25,0.982830935473199
